,goods_no,est_no,image,point_yn
1241,404949,13528431,/data/estimate/404949_0/gallery_5fc878b90192f.jpg,N
1242,1148740,13528501,/data/estimate/1148740_0/gallery_5fc8790d3d563.jpg,N
1243,1214174,13528543,/data/estimate/1214174_0/gallery_5fc87951d39da.jpg,N
1244,1551838,13528564,/data/estimate/1551838_0/gallery_5fc8796d8143f.jpg,N
1245,1657500,13528576,/data/estimate/1657500_0/gallery_5fc8798cad75e.jpg,N
1246,1657500,13528576,/data/estimate/1657500_0/gallery_5fc8798d5b869.jpg,N
1247,1554177,13528607,/data/estimate/1554177_0/gallery_5fc879bf20994.jpg,N
1248,1428328,13528637,/data/estimate/1428328_0/gallery_5fc879ef8bcc5.jpg,N
1249,850153,13528793,/data/estimate/850153_0/gallery_5fc87ae3d55f9.jpg,N
1250,659554,13529065,/data/estimate/659554_0/gallery_5fc87c9866cd7.jpg,N
1251,948714,13529083,/data/estimate/948714_0/gallery_5fc87cba68dd5.jpg,N
1252,998051,13529253,/data/estimate/998051_0/gallery_5fc87da695f4b.jpg,N
1253,858911,13529452,/data/estimate/858911_0/gallery_5fc87e8879f9c.jpg,N
1254,104239,13529521,/data/estimate/104239_0/gallery_5fc87eedc0031.jpg,N
1255,624924,13529532,/data/estimate/624924_0/gallery_5fc87efc1a203.jpg,N
1256,1528333,13529543,/data/estimate/1528333_0/gallery_5fc87f1074d34.jpg,N
1257,1339555,13529625,/data/estimate/1339555_0/gallery_5fc87f746ba90.jpg,N
1258,867042,13529626,/data/estimate/867042_0/gallery_5fc87f745d70f.jpg,N
1259,1173431,13529627,/data/estimate/1173431_0/gallery_5fc87f7397706.jpg,N
1260,1173431,13529627,/data/estimate/1173431_0/gallery_5fc87f7509813.jpg,N
1261,1173431,13529627,/data/estimate/1173431_0/gallery_5fc87f7216f21.jpg,N
1262,995457,13529648,/data/estimate/995457_0/gallery_5fc87f8c1fb14.jpg,N
1263,472915,13529703,/data/estimate/472915_0/gallery_5fc87fe26c5ee.jpg,N
1264,1611891,13529781,/data/estimate/1611891_0/gallery_5fc8805b9b127.jpg,N
1265,1180708,13529862,/data/estimate/1180708_0/gallery_5fc880c59c10e.jpg,N
1266,1549514,13529894,/data/estimate/1549514_0/gallery_5fc880e78958a.jpg,N
1267,1550186,13529929,/data/estimate/1550186_0/gallery_5fc88114f3473.jpg,N
1268,763821,13529931,/data/estimate/763821_0/gallery_5fc88116e7720.jpg,N
1269,898885,13529989,/data/estimate/898885_0/gallery_5fc88167492a3.jpg,N
1270,1094835,13529999,/data/estimate/1094835_0/gallery_5fc88177f2356.jpg,N
1271,1339555,13530022,/data/estimate/1339555_0/gallery_5fc88199e7d33.jpg,N
1272,1145380,13530045,/data/estimate/1145380_0/gallery_5fc881be7829b.jpg,N
1273,826451,13530214,/data/estimate/826451_0/gallery_5fc8829441223.jpg,N
1274,1201422,13530226,/data/estimate/1201422_0/gallery_5fc8829f5e279.jpg,N
1275,1037219,13530375,/data/estimate/1037219_0/gallery_5fc8834ee40a3.jpg,N
1276,1701967,13530393,/data/estimate/1701967_0/gallery_5fc88363ba77f.jpg,N
1277,225554,13530411,/data/estimate/225554_0/gallery_5fc8837497d2f.jpg,N
1278,186610,13530437,/data/estimate/186610_0/gallery_5fc88391cca8c.jpg,N
1279,1536397,13530450,/data/estimate/1536397_0/gallery_5fc883a15d65d.jpg,N
1280,948657,13530487,/data/estimate/948657_0/gallery_5fc883da55808.jpg,N
1281,1650900,13530561,/data/estimate/1650900_0/gallery_5fc8842aa4208.jpg,N
1282,1639756,13530563,/data/estimate/1639756_0/gallery_5fc8843068081.jpg,N
1283,287744,13530638,/data/estimate/287744_0/gallery_5fc8848a01035.jpg,N
1284,1442983,13530676,/data/estimate/1442983_0/gallery_5fc884b4a72a3.jpg,N
1285,1418258,13530824,/data/estimate/1418258_0/gallery_5fc8855739f3f.jpg,N
1286,1639756,13530851,/data/estimate/1639756_0/gallery_5fc88579ab448.jpg,N
1287,851682,13530862,/data/estimate/851682_0/gallery_5fc8858563751.jpg,N
1288,1639756,13530891,/data/estimate/1639756_0/gallery_5fc885a7033e5.jpg,N
1289,1097356,13530951,/data/estimate/1097356_0/gallery_5fc885f7a23fb.jpg,N
1290,1097356,13530951,/data/estimate/1097356_0/gallery_5fc888d163ee5.jpg,N
1291,1492812,13531031,/data/estimate/1492812_0/gallery_5fc8866122786.jpg,N
1292,1492812,13531031,/data/estimate/1492812_0/gallery_5fc886621c8a5.jpg,N
1293,1537636,13531152,/data/estimate/1537636_0/gallery_5fc887060f9f6.jpg,N
1294,998051,13531170,/data/estimate/998051_0/gallery_5fc887245d8b4.jpg,N
1295,755340,13531315,/data/estimate/755340_0/gallery_5fc888111165d.jpg,N
1296,1553371,13531317,/data/estimate/1553371_0/gallery_5fc888185a49f.jpg,N
1297,1681576,13531565,/data/estimate/1681576_0/gallery_5fc8899a00cbf.jpg,N
1298,1489064,13531612,/data/estimate/1489064_0/gallery_5fc889d9035a9.jpg,N
1299,1671307,13531682,/data/estimate/1671307_0/gallery_5fc88a44ba1c7.jpg,N
1300,640839,13531684,/data/estimate/640839_0/gallery_5fc88a45f2b52.jpg,N
1301,1272788,13531750,/data/estimate/1272788_0/gallery_5fc9cd5266477.jpg,N
1302,803032,13531957,/data/estimate/803032_0/gallery_5fc88b7edb64e.jpg,N
1303,454425,13531980,/data/estimate/454425_0/gallery_5fc88b983209b.jpg,N
1304,454425,13531980,/data/estimate/454425_0/gallery_5fc88b990f36d.jpg,N
1305,1639235,13532009,/data/estimate/1639235_0/gallery_5fc88bc353e5c.jpg,N
1306,652717,13532087,/data/estimate/652717_0/gallery_5fc88c10ed178.jpg,N
1307,1111127,13532122,/data/estimate/1111127_0/gallery_5fc88c4330e85.jpg,N
1308,847752,13532125,/data/estimate/847752_0/gallery_5fc88c481b808.jpg,N
1309,1215267,13532171,/data/estimate/1215267_0/gallery_5fc88c7e076f1.jpg,N
1310,1648954,13532204,/data/estimate/1648954_0/gallery_5fc88cad1f533.jpg,N
1311,1688626,13532283,/data/estimate/1688626_0/gallery_5fc88d0d38182.jpg,N
1312,1589016,13532301,/data/estimate/1589016_0/gallery_5fc88d315823e.jpg,N
1313,1231416,13532317,/data/estimate/1231416_0/gallery_5fc88d44f0840.jpg,N
1314,995457,13532436,/data/estimate/995457_0/gallery_5fc88df728007.jpg,N
1315,1672471,13532573,/data/estimate/1672471_0/gallery_5fc88ea6090a5.jpg,N
1316,1279295,13532664,/data/estimate/1279295_0/gallery_5fc88f1c14fbe.jpg,N
1317,1154157,13532716,/data/estimate/1154157_0/gallery_5fc88f52de58f.jpg,N
1318,1536735,13532773,/data/estimate/1536735_0/gallery_5fc88fa6408a9.jpg,N
1319,1505908,13532785,/data/estimate/1505908_0/gallery_5fc88fb7decab.jpg,N
1320,1669592,13532823,/data/estimate/1669592_0/gallery_5fc88fea124f0.jpg,N
1321,1472926,13532923,/data/estimate/1472926_0/gallery_5fc8907722d8e.jpg,N
1322,1219398,13532931,/data/estimate/1219398_0/gallery_5fc8907ee2c0d.jpg,N
1323,676732,13533279,/data/estimate/676732_0/gallery_5fc8923e9f0be.jpg,N
1324,1687492,13533408,/data/estimate/1687492_0/gallery_5fc892e20f89e.jpg,N
1325,1537634,13533445,/data/estimate/1537634_0/gallery_5fc89308573de.jpg,N
1326,1599446,13533462,/data/estimate/1599446_0/gallery_5fc8931c7934b.jpg,N
1327,1608207,13533559,/data/estimate/1608207_0/gallery_5fc893789ee6e.jpg,N
1328,1595033,13533580,/data/estimate/1595033_0/gallery_5fc8939b4b916.jpg,N
1329,1573487,13533734,/data/estimate/1573487_0/gallery_5fc8945f18de5.jpg,N
1330,645611,13533840,/data/estimate/645611_0/gallery_5fc894ed932e3.jpg,N
1331,1609046,13533861,/data/estimate/1609046_0/gallery_5fc89510e9e38.jpg,N
1332,1208839,13533889,/data/estimate/1208839_0/gallery_5fc89534131d9.jpg,N
1333,1639235,13533894,/data/estimate/1639235_0/gallery_5fc89538ce24f.jpg,N
1334,664930,13533913,/data/estimate/664930_0/gallery_5fc8954ca51f3.jpg,N
1335,1213764,13533947,/data/estimate/1213764_0/gallery_5fc895742b6f0.jpg,N
1336,1473474,13534031,/data/estimate/1473474_0/gallery_5fc895ee18785.jpg,N
1337,1479858,13534143,/data/estimate/1479858_0/gallery_5fc8966dc62b7.jpg,N
1338,1588468,13534246,/data/estimate/1588468_0/gallery_5fc896dc44091.jpg,N
1339,1588468,13534246,/data/estimate/1588468_0/gallery_5fc896dbb196d.jpg,N
1340,1689983,13534274,/data/estimate/1689983_0/gallery_5fc896fced07b.jpg,N
1341,883004,13534300,/data/estimate/883004_0/gallery_5fc89720b4d60.jpg,N
1342,1669592,13534316,/data/estimate/1669592_0/gallery_5fc897363c8ef.jpg,N
1343,1639756,13534359,/data/estimate/1639756_0/gallery_5fc897601b726.jpg,N
1344,872098,13534385,/data/estimate/872098_0/gallery_5fc8978451048.jpg,N
1345,1617119,13534461,/data/estimate/1617119_0/gallery_5fc897f98371f.jpg,N
1346,1479280,13534744,/data/estimate/1479280_0/gallery_5fc8996140db7.jpg,N
1347,1639240,13534864,/data/estimate/1639240_0/gallery_5fc899e4e5e94.jpg,N
1348,710952,13534870,/data/estimate/710952_0/gallery_5fc899ebe1d68.jpg,N
1349,1110028,13534935,/data/estimate/1110028_0/gallery_5fc89a394b949.jpg,N
1350,1110028,13534935,/data/estimate/1110028_0/gallery_5fc89a3a0e6ce.jpg,N
1351,1658350,13534946,/data/estimate/1658350_0/gallery_5fc89a4a503b1.jpg,N
1352,957401,13534947,/data/estimate/957401_0/gallery_5fc89a4a9ff9e.jpg,N
1353,933770,13535038,/data/estimate/933770_0/gallery_5fc89ac011561.jpg,N
1354,1183689,13535427,/data/estimate/1183689_0/gallery_5fc89cc3a855b.jpg,N
1355,1564376,13535503,/data/estimate/1564376_0/gallery_5fc89d3f51382.jpg,N
1356,1545862,13535542,/data/estimate/1545862_0/gallery_5fc89d6e6fb00.jpg,N
1357,1418996,13535657,/data/estimate/1418996_0/gallery_5fc89e261c4be.jpg,N
1358,1141445,13535828,/data/estimate/1141445_0/gallery_5fc89f0743292.jpg,N
1359,1643831,13535939,/data/estimate/1643831_0/gallery_5fc89f8f58c09.jpg,N
1360,1339555,13536126,/data/estimate/1339555_0/gallery_5fc8a0700dd2a.jpg,N
1361,1272176,13536245,/data/estimate/1272176_0/gallery_5fc8a0fd84f38.jpg,N
1362,664930,13536298,/data/estimate/664930_0/gallery_5fc8a13e48107.jpg,N
1363,1540389,13536330,/data/estimate/1540389_0/gallery_5fc8a15ecb499.jpg,N
1364,664930,13536349,/data/estimate/664930_0/gallery_5fc8a1a64f20c.jpg,N
1365,1582180,13536506,/data/estimate/1582180_0/gallery_5fc8a214efa0c.jpg,N
1366,1546014,13536571,/data/estimate/1546014_0/gallery_5fc8a2508ec98.jpg,N
1367,1061108,13536669,/data/estimate/1061108_0/gallery_5fc8a2cc2dca8.jpg,N
1368,1061108,13536669,/data/estimate/1061108_0/gallery_5fc8a2ccc973c.jpg,N
1369,703747,13536681,/data/estimate/703747_0/gallery_5fc8a2d920f8d.jpg,N
1370,1473136,13536687,/data/estimate/1473136_0/gallery_5fc8a2dc7f4ce.jpg,N
1371,1473136,13536687,/data/estimate/1473136_0/gallery_5fc8a2dd8e856.jpg,N
1372,1473136,13536687,/data/estimate/1473136_0/gallery_5fc8a2de87ed7.jpg,N
1373,1540454,13536693,/data/estimate/1540454_0/gallery_5fc8a2e68e883.jpg,N
1374,1100326,13536759,/data/estimate/1100326_0/gallery_5fc8a33b7813a.jpg,N
1375,1216585,13536798,/data/estimate/1216585_0/gallery_5fc8a3722a299.jpg,N
1376,1704744,13536835,/data/estimate/1704744_0/gallery_5fc8a39939e8e.jpg,N
1377,1273655,13536844,/data/estimate/1273655_0/gallery_5fc8a3a5d786d.jpg,N
1378,1568047,13536871,/data/estimate/1568047_0/gallery_5fc8a3c051f6c.jpg,N
1379,1575449,13536914,/data/estimate/1575449_0/gallery_5fc8a3f37fce5.jpg,N
1380,1688867,13536969,/data/estimate/1688867_0/gallery_5fc8a42900d17.jpg,N
1381,1525715,13537031,/data/estimate/1525715_0/gallery_5fc8a45ee9259.jpg,N
1382,1628392,13537083,/data/estimate/1628392_0/gallery_5fc8a49638d5b.jpg,N
1383,1126307,13537119,/data/estimate/1126307_0/gallery_5fc8a4c601e1b.jpg,N
1384,910597,13537209,/data/estimate/910597_0/gallery_5fc8a5262b8eb.jpg,N
1385,986708,13537234,/data/estimate/986708_0/gallery_5fc8a54363021.jpg,N
1386,1583547,13537268,/data/estimate/1583547_0/gallery_5fc8a568dadff.jpg,N
1387,1583547,13537268,/data/estimate/1583547_0/gallery_5fc8a56a10944.jpg,N
1388,1484707,13537293,/data/estimate/1484707_0/gallery_5fc8a588509c9.jpg,N
1389,1607864,13537372,/data/estimate/1607864_0/gallery_5fc8a5e5b9ec4.jpg,N
1390,478539,13537382,/data/estimate/478539_0/gallery_5fc8a5ed60b5a.jpg,N
1391,1220183,13537434,/data/estimate/1220183_0/gallery_5fc8a62e2b3b0.jpg,N
1392,1173385,13537497,/data/estimate/1173385_0/gallery_5fc8a6614ad69.jpg,N
1393,307810,13537542,/data/estimate/307810_0/gallery_5fc8a690d49bb.jpg,N
1394,1607026,13537720,/data/estimate/1607026_0/gallery_5fc8a7586baad.jpg,N
1395,1311898,13537804,/data/estimate/1311898_0/gallery_5fc8a7c91a952.jpg,N
1396,1577022,13537877,/data/estimate/1577022_0/gallery_5fc8a82dcc8fe.jpg,N
1397,1537633,13537933,/data/estimate/1537633_0/gallery_5fc8a86423b30.jpg,N
1398,1197958,13537935,/data/estimate/1197958_0/gallery_5fc8a864b45a5.jpg,N
1399,1121471,13537954,/data/estimate/1121471_0/gallery_5fc8a886894da.jpg,N
1400,1121471,13537954,/data/estimate/1121471_0/gallery_5fc8a8875a4ab.jpg,N
1401,1565394,13538022,/data/estimate/1565394_0/gallery_5fc8a8cc9976d.jpg,N
1402,1644757,13538055,/data/estimate/1644757_0/gallery_5fc8a8f877456.jpg,N
1403,407345,13538095,/data/estimate/407345_0/gallery_5fc8a925c5c8f.jpg,N
1404,1542902,13538113,/data/estimate/1542902_0/gallery_5fc8a9387a0bc.jpg,N
1405,1525611,13538146,/data/estimate/1525611_0/gallery_5fc8a959314fa.jpg,N
1406,1179937,13538158,/data/estimate/1179937_0/gallery_5fc8a9681127d.jpg,N
1407,1533236,13538237,/data/estimate/1533236_0/gallery_5fc8a9c7ef9d9.jpg,N
1408,1166135,13538301,/data/estimate/1166135_0/gallery_5fc8aa17a723b.jpg,N
1409,1131751,13538354,/data/estimate/1131751_0/gallery_5fc8aa5e5a305.jpg,N
1410,1651802,13538365,/data/estimate/1651802_0/gallery_5fc8aa730c2ea.jpg,N
1411,1551889,13538366,/data/estimate/1551889_0/gallery_5fc8aa764afff.jpg,N
1412,604096,13538521,/data/estimate/604096_0/gallery_5fc8ab706948e.jpg,N
1413,1124943,13538600,/data/estimate/1124943_0/gallery_5fc8aba4a1bb5.jpg,N
1414,1537634,13538607,/data/estimate/1537634_0/gallery_5fc8ababa90f5.jpg,N
1415,1285792,13538743,/data/estimate/1285792_0/gallery_5fc8ac16619ac.jpg,N
1416,939307,13538777,/data/estimate/939307_0/gallery_5fc8ac3a92707.jpg,N
1417,1480729,13538825,/data/estimate/1480729_0/gallery_5fc8ac646f9db.jpg,N
1418,1480729,13538825,/data/estimate/1480729_0/gallery_5fc8ac64eab76.jpg,N
1419,1211643,13538879,/data/estimate/1211643_0/gallery_5fc8ac9ec01db.jpg,N
1420,1639756,13538908,/data/estimate/1639756_0/gallery_5fc8acbe955d6.jpg,N
1421,1172476,13538924,/data/estimate/1172476_0/gallery_5fc8acd412d61.jpg,N
1422,1512347,13538928,/data/estimate/1512347_0/gallery_5fc8acd72b871.jpg,N
1423,898078,13539015,/data/estimate/898078_0/gallery_5fc8ad3309d82.jpg,N
1424,898078,13539015,/data/estimate/898078_0/gallery_5fc8ad33d526d.jpg,N
1425,1094434,13539030,/data/estimate/1094434_0/gallery_5fc8ad423375a.jpg,N
1426,1094434,13539030,/data/estimate/1094434_0/gallery_5fc8ad4301b27.jpg,N
1427,1094434,13539030,/data/estimate/1094434_0/gallery_5fc8ad4160424.jpg,N
1428,957880,13539103,/data/estimate/957880_0/gallery_5fc8ad89bb1f8.jpg,N
1429,664453,13539305,/data/estimate/664453_0/gallery_5fc8ae705914e.jpg,N
1430,1601932,13539490,/data/estimate/1601932_0/gallery_5fc8af507fb18.jpg,N
1431,1601932,13539490,/data/estimate/1601932_0/gallery_5fc8af515ac23.jpg,N
1432,1670818,13539508,/data/estimate/1670818_0/gallery_5fc8af6c0a319.jpg,N
1433,1110027,13539573,/data/estimate/1110027_0/gallery_5fc8afacc1d44.jpg,N
1434,1094520,13539581,/data/estimate/1094520_0/gallery_5fc8afb195fa1.jpg,N
1435,1267671,13539618,/data/estimate/1267671_0/gallery_5fc8afdf9b440.jpg,N
1436,458074,13539633,/data/estimate/458074_0/gallery_5fc8afef3a413.jpg,N
1437,458074,13539633,/data/estimate/458074_0/gallery_5fc8afefe63b3.jpg,N
1438,1505908,13539643,/data/estimate/1505908_0/gallery_5fc8aff5ceb4a.jpg,N
1439,447101,13539663,/data/estimate/447101_0/gallery_5fc8b00ec536a.jpg,N
1440,1307687,13539699,/data/estimate/1307687_0/gallery_5fc8b0384c265.jpg,N
1441,1219480,13539771,/data/estimate/1219480_0/gallery_5fc8b077c7679.jpg,N
1442,1176552,13539872,/data/estimate/1176552_0/gallery_5fc8b0e9197f8.jpg,N
1443,1546697,13539893,/data/estimate/1546697_0/gallery_5fc8b0fe6f316.jpg,N
1444,1152855,13540027,/data/estimate/1152855_0/gallery_5fc8b19cce41c.jpg,N
1445,1407495,13540063,/data/estimate/1407495_0/gallery_5fc8b1bbd9285.jpg,N
1446,1536401,13540103,/data/estimate/1536401_0/gallery_5fc8b1ec0595b.jpg,N
1447,781225,13540151,/data/estimate/781225_0/gallery_5fc8b21b0f9f3.jpg,N
1448,1311773,13540162,/data/estimate/1311773_0/gallery_5fc8b226c410e.jpg,N
1449,995457,13540211,/data/estimate/995457_0/gallery_5fc8b26be2040.jpg,N
1450,1704418,13540386,/data/estimate/1704418_0/gallery_5fc8b341d0637.jpg,N
1451,1615829,13540400,/data/estimate/1615829_0/gallery_5fc8b3580aead.jpg,N
1452,694494,13540422,/data/estimate/694494_0/gallery_5fc8b372e22d6.jpg,N
1453,1155163,13540442,/data/estimate/1155163_0/gallery_5fc8b394196a3.jpg,N
1454,1208508,13540462,/data/estimate/1208508_0/gallery_5fc8b3aa0b140.jpg,N
1455,714846,13540557,/data/estimate/714846_0/gallery_5fc8b4179f307.jpg,N
1456,1120812,13540586,/data/estimate/1120812_0/gallery_5fc8b42b6275e.jpg,N
1457,1114466,13540626,/data/estimate/1114466_0/gallery_5fc8ce5ed1c32.jpg,N
1458,714846,13540667,/data/estimate/714846_0/gallery_5fc8b46f975d4.jpg,N
1459,803036,13540676,/data/estimate/803036_0/gallery_5fc8b4799d3d0.jpg,N
1460,991340,13540833,/data/estimate/991340_0/gallery_5fca20a211b98.jpg,N
1461,1568047,13540848,/data/estimate/1568047_0/gallery_5fc8b5269eb76.jpg,N
1462,479245,13540879,/data/estimate/479245_0/gallery_5fc8b541d62c3.jpg,N
1463,1639228,13540909,/data/estimate/1639228_0/gallery_5fc8b5688fa8b.jpg,N
1464,1704462,13540922,/data/estimate/1704462_0/gallery_5fc8b57882ff5.jpg,N
1465,1609224,13540952,/data/estimate/1609224_0/gallery_5fc8b597e3fa2.jpg,N
1466,948658,13541174,/data/estimate/948658_0/gallery_5fc8b680ea24d.jpg,N
1467,810033,13541249,/data/estimate/810033_0/gallery_5fc8b6cd1dba8.jpg,N
1468,810033,13541249,/data/estimate/810033_0/gallery_5fc8b6cd9ed84.jpg,N
1469,810033,13541249,/data/estimate/810033_0/gallery_5fc8b6ce3ed91.jpg,N
1470,1639756,13541261,/data/estimate/1639756_0/gallery_5fc8b6d774e16.jpg,N
1471,594128,13541361,/data/estimate/594128_0/gallery_5fc8b7404d027.jpg,N
1472,594128,13541361,/data/estimate/594128_0/gallery_5fc8b740e57cc.jpg,N
1473,1703060,13541425,/data/estimate/1703060_0/gallery_5fc8b78012ba6.jpg,N
1474,1524338,13541498,/data/estimate/1524338_0/gallery_5fc8b7beb28dc.jpg,N
1475,1329877,13541596,/data/estimate/1329877_0/gallery_5fc8b8301be02.jpg,N
1476,250189,13541726,/data/estimate/250189_0/gallery_5fc8b8d1c289c.jpg,N
1477,1201143,13541731,/data/estimate/1201143_0/gallery_5fc8b8d411111.jpg,N
1478,1584097,13541732,/data/estimate/1584097_0/gallery_5fc8b8d6adf03.jpg,N
1479,1621916,13541819,/data/estimate/1621916_0/gallery_5fc8b928f0306.jpg,N
1480,1164768,13541976,/data/estimate/1164768_0/gallery_5fc8b9cbaec52.jpg,N
1481,1153464,13541983,/data/estimate/1153464_0/gallery_5fc8b9d4e74ac.jpg,N
1482,1686519,13542014,/data/estimate/1686519_0/gallery_5fc8b9f72f1a6.jpg,N
1483,1176310,13542106,/data/estimate/1176310_0/gallery_5fc8ba5560b30.jpg,N
1484,587709,13542126,/data/estimate/587709_0/gallery_5fc8ba67c72f7.jpg,N
1485,1664734,13542187,/data/estimate/1664734_0/gallery_5fc8baad93fea.jpg,N
1486,1162188,13542268,/data/estimate/1162188_0/gallery_5fc8baf951024.jpg,N
1487,1339622,13542366,/data/estimate/1339622_0/gallery_5fc8bb713c522.jpg,N
1488,1363908,13542398,/data/estimate/1363908_0/gallery_5fc8bb944d6af.jpg,N
1489,1363908,13542398,/data/estimate/1363908_0/gallery_5fc8bb9389d0d.jpg,N
1490,968977,13542489,/data/estimate/968977_0/gallery_5fc8bbfe58f73.jpg,N
1491,968977,13542489,/data/estimate/968977_0/gallery_5fc8bbfecb4ee.jpg,N
1492,1242166,13542513,/data/estimate/1242166_0/gallery_5fc8bc1e4af31.jpg,N
1493,1092992,13542576,/data/estimate/1092992_0/gallery_5fc8bc639f742.jpg,N
1494,1224335,13542603,/data/estimate/1224335_0/gallery_5fc8bc7b8d258.jpg,N
1495,1219317,13542732,/data/estimate/1219317_0/gallery_5fc8bfc63c6a4.jpg,N
1496,1219317,13542732,/data/estimate/1219317_0/gallery_5fc8bd1484319.jpg,N
1497,1163602,13542771,/data/estimate/1163602_0/gallery_5fc8bd42b2516.jpg,N
1498,1669592,13542809,/data/estimate/1669592_0/gallery_5fc8bd6a50b38.jpg,N
1499,1283123,13542885,/data/estimate/1283123_0/gallery_5fc8bdb677e33.jpg,N
1500,938719,13542974,/data/estimate/938719_0/gallery_5fc8be0c486f1.jpg,N
1501,1536401,13542992,/data/estimate/1536401_0/gallery_5fc8be19d39fe.jpg,N
1502,497858,13543027,/data/estimate/497858_0/gallery_5fc8be40502be.jpg,N
1503,1192885,13543064,/data/estimate/1192885_0/gallery_5fc8be6c5feff.jpg,N
1504,1638838,13543103,/data/estimate/1638838_0/gallery_5fc8be9739534.jpg,N
1505,1557890,13543158,/data/estimate/1557890_0/gallery_5fc8becde3735.jpg,N
1506,1628156,13543236,/data/estimate/1628156_0/gallery_5fc8bf1faf4b3.jpg,N
1507,1628156,13543236,/data/estimate/1628156_0/gallery_5fc8bf1e2e6dc.jpg,N
1508,1628156,13543236,/data/estimate/1628156_0/gallery_5fc8bf1ee6d9a.jpg,N
1509,937529,13543309,/data/estimate/937529_0/gallery_5fc8bf7346c19.jpg,N
1510,464191,13543346,/data/estimate/464191_0/gallery_5fc8bf9766e25.jpg,N
1511,464191,13543346,/data/estimate/464191_0/gallery_5fc8bf96af902.jpg,N
1512,1400284,13543353,/data/estimate/1400284_0/gallery_5fc8bf9c0f5a9.jpg,N
1513,907047,13543437,/data/estimate/907047_0/gallery_5fc8bfe8eb232.jpg,N
1514,1570833,13543447,/data/estimate/1570833_0/gallery_5fc8bff3ebdeb.jpg,N
1515,1225005,13543540,/data/estimate/1225005_0/gallery_5fc8c04b43e10.jpg,N
1516,1400289,13543568,/data/estimate/1400289_0/gallery_5fc8c0646d848.jpg,N
1517,1609224,13543617,/data/estimate/1609224_0/gallery_5fc8c093de0fb.jpg,N
1518,1609224,13543617,/data/estimate/1609224_0/gallery_5fc8c0949d3a4.jpg,N
1519,1531563,13543623,/data/estimate/1531563_0/gallery_5fc8c097ba977.jpg,N
1520,991340,13543657,/data/estimate/991340_0/gallery_5fc8c0ba34cee.jpg,N
1521,1507151,13543682,/data/estimate/1507151_0/gallery_5fc8c0cfa0c03.jpg,N
1522,1507151,13543682,/data/estimate/1507151_0/gallery_5fc8c0d053ad0.jpg,N
1523,1077058,13543707,/data/estimate/1077058_0/gallery_5fc8c0e97d6d8.jpg,N
1524,1077058,13543707,/data/estimate/1077058_0/gallery_5fc8c0e8dd0d4.jpg,N
1525,810033,13543823,/data/estimate/810033_0/gallery_5fc9b0fa330e0.jpg,N
1526,1289692,13543886,/data/estimate/1289692_0/gallery_5fc8c1804d233.jpg,N
1527,1600166,13543921,/data/estimate/1600166_0/gallery_5fc8c19b0e606.jpg,N
1528,1673601,13543993,/data/estimate/1673601_0/gallery_5fc8c1ceb5697.jpg,N
1529,1072155,13544016,/data/estimate/1072155_0/gallery_5fc8c1e12c571.jpg,N
1530,1551889,13544052,/data/estimate/1551889_0/gallery_5fc8c20d376d8.jpg,N
1531,421550,13544209,/data/estimate/421550_0/gallery_5fc8c2b9af787.jpg,N
1532,1403480,13544240,/data/estimate/1403480_0/gallery_5fc8c2e01bf97.jpg,N
1533,1339555,13544329,/data/estimate/1339555_0/gallery_5fc8c34086a31.jpg,N
1534,1629142,13544352,/data/estimate/1629142_0/gallery_5fc8c36055af9.jpg,N
1535,235482,13544353,/data/estimate/235482_0/gallery_5fc8c3621ce6a.jpg,N
1536,1615829,13544494,/data/estimate/1615829_0/gallery_5fc8c3e752f9f.jpg,N
1537,922322,13544514,/data/estimate/922322_0/gallery_5fc8c3fb5e1c5.jpg,N
1538,1595612,13544582,/data/estimate/1595612_0/gallery_5fc8c43f16010.jpg,N
1539,1094520,13544642,/data/estimate/1094520_0/gallery_5fc8c4749417e.jpg,N
1540,1094520,13544642,/data/estimate/1094520_0/gallery_5fc8c4731f8bf.jpg,N
1541,1094520,13544642,/data/estimate/1094520_0/gallery_5fc8c473d9cc4.jpg,N
1542,1686521,13544654,/data/estimate/1686521_0/gallery_5fc8c4812a366.jpg,N
1543,851909,13544736,/data/estimate/851909_0/gallery_5fc8c4c9785bd.jpg,N
1544,1268654,13544813,/data/estimate/1268654_0/gallery_5fc8c51e3cc85.jpg,N
1545,1545220,13544835,/data/estimate/1545220_0/gallery_5fc8c539d7696.jpg,N
1546,1477846,13544922,/data/estimate/1477846_0/gallery_5fc8c58c43522.jpg,N
1547,1403039,13544970,/data/estimate/1403039_0/gallery_5fc8c5b8af44c.jpg,N
1548,1680826,13545027,/data/estimate/1680826_0/gallery_5fc8c5ee555f6.jpg,N
1549,1204448,13545060,/data/estimate/1204448_0/gallery_5fc8c60953223.jpg,N
1550,1311967,13545099,/data/estimate/1311967_0/gallery_5fc8c624bd385.jpg,N
1551,1558999,13545110,/data/estimate/1558999_0/gallery_5fc8c636d1a0c.jpg,N
1552,1558999,13545110,/data/estimate/1558999_0/gallery_5fc8c635b5815.jpg,N
1553,752821,13545123,/data/estimate/752821_0/gallery_5fc8c640dba8e.jpg,N
1554,1598473,13545159,/data/estimate/1598473_0/gallery_5fc8c65c85878.jpg,N
1555,1598473,13545159,/data/estimate/1598473_0/gallery_5fc8c65d2e31d.jpg,N
1556,1525640,13545275,/data/estimate/1525640_0/gallery_5fc8c6bb03a30.jpg,N
